ID	index	Hchain	Lchain	antigen_chain	antigen_type	date	resolution	method	r_free	r_factor	scfv	affinity	delta_g	temperature	pmid	type	L_cluster	H_cluster	Ag_cluster	all_clusters
4tvs_b!_B	1139	b	missing	B	protein	06/27/14	1.6	X-RAY DIFFRACTION	0.229	0.181	False	None	None	None	None	Nanobody	missing	1013	288	1013:missing:288
4u6v_KM_B	1145	K	M	B	protein	07/29/14	2.56	X-RAY DIFFRACTION	0.235	0.198	False	None	None	None	None	Fab	311	514	208	514:311:208
4uu9_HL_D	1159	H	L	D	protein	07/25/14	2.12	X-RAY DIFFRACTION	0.20163	0.17456	False	None	None	None	None	Fab	676	1133	631	1133:676:631
4w2q_G!_H	1170	G	missing	H	protein	08/17/17	2.7	X-RAY DIFFRACTION	0.274	0.220	False	None	None	None	None	Nanobody	missing	1275	628	1275:missing:628
4wfe_GF_B	1179	G	F	B	protein	09/15/14	2.5	X-RAY DIFFRACTION	0.234	0.199	False	None	None	None	None	Fab	443	848	231	848:443:231
4wv1_ED_F	1181	E	D	F	protein	11/04/14	2.362	X-RAY DIFFRACTION	0.244	0.198	False	None	None	None	None	Fab	271	47	563	47:271:563
4x7c_D!_B	1183	D	missing	B	protein	12/09/14	2.0	X-RAY DIFFRACTION	0.218	0.166	False	None	None	None	None	Nanobody	missing	1185	165	1185:missing:165
4x7f_D!_B	1185	D	missing	B	protein	12/09/14	1.7	X-RAY DIFFRACTION	0.187	0.160	False	None	None	None	None	Nanobody	missing	1325	158	1325:missing:158
4xak_HL_A	1187	H	L	A	protein	12/15/14	2.45	X-RAY DIFFRACTION	0.249	0.198	False	None	None	None	None	Fab	175	107	309	107:175:309
4xvu_KL_G	1201	K	L	G	protein	01/28/15	2.35	X-RAY DIFFRACTION	0.234	0.197	False	None	None	None	None	Fab	161	259	160	259:161:160
4y5v_GH_I	1209	G	H	I	protein	02/12/15	2.604	X-RAY DIFFRACTION	0.229	0.187	False	None	None	None	None	Fab	661	1155	316	1155:661:316
4y5y_DE_F	1215	D	E	F	protein	02/12/15	2.85	X-RAY DIFFRACTION	0.241	0.221	False	None	None	None	None	Fab	662	1276	316	1276:662:316
4y7m_B!_D	1217	B	missing	D	protein	02/15/15	1.92	X-RAY DIFFRACTION	0.211	0.183	False	None	None	None	None	Nanobody	missing	1001	253	1001:missing:253
4y8d_D!_B	1219	D	missing	B	protein	02/16/15	2.1	X-RAY DIFFRACTION	0.232	0.192	False	None	None	None	None	Nanobody	missing	1182	218	1182:missing:218
4ydj_AB_I	1225	A	B	I	protein	02/22/15	2.308	X-RAY DIFFRACTION	0.250	0.223	False	None	None	None	None	Fab	621	6	174	6:621:174
4ydj_HL_G	1226	H	L	G	protein	02/22/15	2.308	X-RAY DIFFRACTION	0.250	0.223	False	None	None	None	None	Fab	621	6	174	6:621:174
4ydl_HL_G	1229	H	L	G	protein	02/22/15	1.8	X-RAY DIFFRACTION	0.207	0.174	False	None	None	None	None	Fab	524	222	112	222:524:112
4yga_H!_G	1236	H	missing	G	protein	02/26/15	2.94	X-RAY DIFFRACTION	0.262	0.226	False	None	None	None	None	Nanobody	missing	1108	59	1108:missing:59
4yk4_CB_A	1238	C	B	A	protein	03/03/15	2.8	X-RAY DIFFRACTION	0.260	0.220	False	None	None	None	None	Fab	147	223	144	223:147:144
4yk4_ZY_E	1239	Z	Y	E	protein	03/03/15	2.8	X-RAY DIFFRACTION	0.260	0.220	False	None	None	None	None	Fab	147	223	144	223:147:144
4ypg_HL_D	1241	H	L	D	protein	03/12/15	3.0	X-RAY DIFFRACTION	0.272	0.206	False	None	None	None	None	Fab	157	453	394	453:157:394
4yqx_NO_M	1243	N	O	M	protein	07/01/15	2.826	X-RAY DIFFRACTION	0.204	0.170	False	None	None	None	None	Fab	650	1183	471	1183:650:471
4z5r_ZY_X	1258	Z	Y	X	protein	04/02/15	3.0	X-RAY DIFFRACTION	0.251	0.223	False	None	None	None	None	Fab	136	774	394	774:136:394
4zff_HL_D	1261	H	L	D	protein	04/21/15	2.75	X-RAY DIFFRACTION	0.238	0.197	False	None	None	None	None	Fab	256	849	556	849:256:556
4zso_DC_F	1268	D	C	F	protein	05/13/15	2.5	X-RAY DIFFRACTION	0.257	0.226	False	None	None	None	None	Fab	274	454	297	454:274:297
5a3i_GH_E	1278	G	H	E	protein	07/22/15	2.89	X-RAY DIFFRACTION	0.277	0.244	False	None	None	None	None	Fab	96	127	146	127:96:146
5anm_BA_G	1285	B	A	G	protein	09/07/15	2.85	X-RAY DIFFRACTION	0.25993	0.19553	False	None	None	None	None	Fab	176	384	155	384:176:155
5anm_DC_E	1286	D	C	E	protein	09/07/15	2.85	X-RAY DIFFRACTION	0.25993	0.19553	False	None	None	None	None	Fab	176	384	155	384:176:155
5b3j_HL_D	1289	H	L	D	protein	03/01/16	2.9	X-RAY DIFFRACTION	0.302	0.273	False	None	None	None	None	Fab	345	620	134	620:345:134
5b71_DC_F	1291	D	C	F	protein	06/03/16	2.11	X-RAY DIFFRACTION	0.285	0.246	False	None	None	None	None	Fab	137	261	580	261:137:580
5bjz_DH_B	1293	D	H	B	protein	09/12/17	1.95	X-RAY DIFFRACTION	0.229	0.194	False	None	None	None	None	Fab	161	40	102	40:161:102
5bk1_HL_A	1295	H	L	A	protein	09/12/17	2.15	X-RAY DIFFRACTION	0.253	0.205	False	None	None	None	None	Fab	161	40	102	40:161:102
5bk2_HL_A	1297	H	L	A	protein	09/12/17	2.6	X-RAY DIFFRACTION	0.259	0.212	False	None	None	None	None	Fab	161	86	102	86:161:102
5bop_C!_D	1301	C	missing	D	protein	05/27/15	1.95	X-RAY DIFFRACTION	0.229	0.192	False	None	None	None	None	Nanobody	missing	1134	379	1134:missing:379
5c0n_HL_A	1312	H	L	A	protein	06/12/15	3.0	X-RAY DIFFRACTION	0.265	0.186	False	None	None	None	None	Fab	162	621	448	621:162:448
5cbe_AB_E	1320	A	B	E	protein	06/30/15	2.4	X-RAY DIFFRACTION	0.275	0.248	True	None	None	None	None	Fab	677	1035	632	1035:677:632
5cbe_CD_F	1321	C	D	F	protein	06/30/15	2.4	X-RAY DIFFRACTION	0.275	0.248	True	None	None	None	None	Fab	677	1035	632	1035:677:632
5czx_HL_A	1329	H	L	A	protein	08/01/15	2.1	X-RAY DIFFRACTION	0.226	0.190	False	None	None	None	None	Fab	130	686	274	686:130:274
5d72_MN_B	1339	M	N	B	protein	08/13/15	2.6	X-RAY DIFFRACTION	0.266	0.232	False	None	None	None	None	Fab	616	776	495	776:616:495
5d93_FE_D	1342	F	E	D	protein	08/18/15	2.201	X-RAY DIFFRACTION	0.236	0.174	False	None	None	None	None	Fab	459	623	254	623:459:254
5d96_JI_D	1344	J	I	D	protein	08/18/15	2.3	X-RAY DIFFRACTION	0.228	0.167	False	None	None	None	None	Fab	276	381	254	381:276:254
5dfv_EF_B	1353	E	F	B	protein	08/27/15	2.8	X-RAY DIFFRACTION	0.291	0.239	False	None	None	None	None	Fab	138	728	587	728:138:587
5dmj_G!_F	1359	G	missing	F	protein	09/08/15	2.79	X-RAY DIFFRACTION	0.258	0.229	False	None	None	None	None	Nanobody	missing	1277	380	1277:missing:380
5do2_HL_A	1361	H	L	A	protein	09/10/15	2.409	X-RAY DIFFRACTION	0.289	0.245	False	None	None	None	None	Fab	220	687	309	687:220:309
5dur_HL_C	1365	H	L	C	protein	09/20/15	2.82	X-RAY DIFFRACTION	0.257	0.208	False	None	None	None	None	Fab	460	729	295	729:460:295
5e5m_H!_G	1371	H	missing	G	protein	10/08/15	2.182	X-RAY DIFFRACTION	0.247	0.193	False	None	None	None	None	Nanobody	missing	1343	502	1343:missing:502
5e7f_B!_H	1373	B	missing	H	protein	10/12/15	2.7	X-RAY DIFFRACTION	0.208	0.194	False	None	None	None	None	Nanobody	missing	1002	463	1002:missing:463
5e7f_C!_I	1374	C	missing	I	protein	10/12/15	2.7	X-RAY DIFFRACTION	0.208	0.194	False	None	None	None	None	Nanobody	missing	1002	463	1002:missing:463
5e94_BA_G	1376	B	A	G	protein	10/14/15	2.0	X-RAY DIFFRACTION	0.232	0.188	False	None	None	None	None	Fab	277	189	520	189:277:520
5e94_DC_H	1377	D	C	H	protein	10/14/15	2.0	X-RAY DIFFRACTION	0.232	0.188	False	None	None	None	None	Fab	277	189	520	189:277:520
5eu7_FD_B	1387	F	D	B	protein	11/18/15	2.64	X-RAY DIFFRACTION	0.233	0.181	False	None	None	None	None	Fab	161	88	426	88:161:426
5f1k_D!_B	1390	D	missing	B	protein	11/30/15	2.3	X-RAY DIFFRACTION	0.231	0.198	False	None	None	None	None	Nanobody	missing	1135	239	1135:missing:239
5f3b_EF_D	1394	E	F	D	protein	12/02/15	1.76	X-RAY DIFFRACTION	0.206	0.179	False	None	None	None	None	Fab	372	516	531	516:372:531
5f72_SS_K	1403	S	S	K	protein	12/07/15	1.85	X-RAY DIFFRACTION	0.265	0.223	True	None	None	None	None	scFv	24	69	186	69:24:186
5f72_TT_C	1404	T	T	C	protein	12/07/15	1.85	X-RAY DIFFRACTION	0.265	0.223	True	None	None	None	None	scFv	24	69	186	69:24:186
5f7l_D!_C	1406	D	missing	C	protein	12/08/15	2.74	X-RAY DIFFRACTION	0.265	0.212	False	None	None	None	None	Nanobody	missing	1111	76	1111:missing:76
5f7n_D!_B	1408	D	missing	B	protein	12/08/15	2.28	X-RAY DIFFRACTION	0.197	0.171	False	None	None	None	None	Nanobody	missing	1313	76	1313:missing:76
5f9w_HL_G	1412	H	L	G	protein	12/10/15	2.8911	X-RAY DIFFRACTION	0.232	0.180	False	None	None	None	None	Fab	572	388	112	388:572:112
5gzo_HL_A	1438	H	L	A	protein	09/29/16	2.755	X-RAY DIFFRACTION	0.277	0.231	False	None	None	None	None	Fab	283	730	80	730:283:80
5h35_HI_D	1441	H	I	D	protein	10/20/16	2.642	X-RAY DIFFRACTION	0.252	0.211	False	None	None	None	None	Fab	74	389	331	389:74:331
5hgg_T!_A	1446	T	missing	A	protein	01/08/16	1.97	X-RAY DIFFRACTION	0.196	0.167	False	None	None	None	None	Nanobody	missing	1016	242	1016:missing:242
5hys_AB_G	1451	A	B	G	protein	02/01/16	2.5	X-RAY DIFFRACTION	0.239	0.221	False	None	None	None	None	Fab	139	264	155	264:139:155
5hys_CD_K	1452	C	D	K	protein	02/01/16	2.5	X-RAY DIFFRACTION	0.239	0.221	False	None	None	None	None	Fab	139	264	155	264:139:155
5hys_EF_J	1453	E	F	J	protein	02/01/16	2.5	X-RAY DIFFRACTION	0.239	0.221	False	None	None	None	None	Fab	139	264	155	264:139:155
5hys_HL_I	1454	H	L	I	protein	02/01/16	2.5	X-RAY DIFFRACTION	0.239	0.221	False	None	None	None	None	Fab	139	264	155	264:139:155
5i9q_HL_G	1458	H	L	G	protein	02/20/16	3.0	X-RAY DIFFRACTION	0.270	0.251	False	None	None	None	None	Fab	617	778	122	778:617:122
5ikc_HL_N	1463	H	L	N	protein	03/03/16	2.06	X-RAY DIFFRACTION	0.265	0.198	False	None	None	None	None	Fab	316	731	590	731:316:590
5ip4_B!_D	1466	B	missing	D	protein	03/09/16	1.81	X-RAY DIFFRACTION	0.246	0.194	False	None	None	None	None	Nanobody	missing	1352	609	1352:missing:609
5iwl_AA_D	1467	A	A	D	protein	03/22/16	2.8	X-RAY DIFFRACTION	0.267	0.221	True	None	None	None	None	scFv	12	28	508	28:12:508
5iwl_BB_C	1468	B	B	C	protein	03/22/16	2.8	X-RAY DIFFRACTION	0.267	0.221	True	None	None	None	None	scFv	12	28	508	28:12:508
5ja8_H!_G	1473	H	missing	G	protein	04/12/16	2.49	X-RAY DIFFRACTION	0.248	0.201	False	None	None	None	None	Nanobody	missing	1036	517	1036:missing:517
5ja9_B!_D	1475	B	missing	D	protein	04/12/16	1.849	X-RAY DIFFRACTION	0.241	0.195	False	None	None	None	None	Nanobody	missing	1136	517	1136:missing:517
5jmo_D!_B	1479	D	missing	B	protein	04/29/16	1.998	X-RAY DIFFRACTION	0.197	0.163	False	None	None	None	None	Nanobody	missing	1278	52	1278:missing:52
5jyl_BB_A	1485	B	B	A	protein	05/14/16	2.55	X-RAY DIFFRACTION	0.271	0.214	True	None	None	None	None	scFv	19	50	303	50:19:303
5jyl_DD_C	1486	D	D	C	protein	05/14/16	2.55	X-RAY DIFFRACTION	0.271	0.214	True	None	None	None	None	scFv	19	50	303	50:19:303
5jym_BB_A	1487	B	B	A	protein	05/14/16	2.45	X-RAY DIFFRACTION	0.270	0.223	True	None	None	None	None	scFv	33	157	303	157:33:303
5jym_DD_C	1488	D	D	C	protein	05/14/16	2.45	X-RAY DIFFRACTION	0.270	0.223	True	None	None	None	None	scFv	33	157	303	157:33:303
5k59_HL_A	1494	H	L	A	protein	05/23/16	2.84	X-RAY DIFFRACTION	0.237	0.197	False	None	None	None	None	Fab	147	811	179	811:147:179
5k9k_HL_F	1496	H	L	F	protein	05/31/16	2.97	X-RAY DIFFRACTION	0.265	0.225	False	None	None	None	None	Fab	157	128	47	128:157:47
5k9q_XY_R	1500	X	Y	R	protein	11/30/16	2.503	X-RAY DIFFRACTION	0.218	0.182	False	None	None	None	None	Fab	239	37	47	37:239:47
5l0q_CB_A	1536	C	B	A	protein	07/28/16	2.759	X-RAY DIFFRACTION	0.251	0.203	False	None	None	None	None	Fab	464	732	321	732:464:321
5l0q_FE_D	1537	F	E	D	protein	07/28/16	2.759	X-RAY DIFFRACTION	0.251	0.203	False	None	None	None	None	Fab	464	732	321	732:464:321
5lbs_IM_B	1541	I	M	B	protein	06/17/16	2.41	X-RAY DIFFRACTION	0.217	0.194	False	None	None	None	None	Fab	663	1156	80	1156:663:80
5lsp_ST_P	1547	S	T	P	protein	09/05/16	2.605	X-RAY DIFFRACTION	0.257	0.215	False	None	None	None	None	Fab	466	626	291	626:466:291
5lwf_D!_B	1549	D	missing	B	protein	09/16/16	2.56	X-RAY DIFFRACTION	0.242	0.215	False	None	None	None	None	Nanobody	missing	1157	222	1157:missing:222
5m2i_L!_F	1558	L	missing	F	protein	10/13/16	2.15	X-RAY DIFFRACTION	0.238	0.207	False	None	None	None	None	Nanobody	missing	1184	408	1184:missing:408
5m2m_N!_M	1565	N	missing	M	protein	10/13/16	2.3	X-RAY DIFFRACTION	0.248	0.211	False	None	None	None	None	Nanobody	missing	1040	408	1040:missing:408
5mhr_RQ_A	1576	R	Q	A	protein	02/15/17	3.0	X-RAY DIFFRACTION	0.247	0.212	False	None	None	None	None	Fab	242	733	388	733:242:388
5mp2_D!_B	1581	D	missing	B	protein	12/15/16	2.9	X-RAY DIFFRACTION	0.256	0.213	False	None	None	None	None	Nanobody	missing	1085	302	1085:missing:302
5mvz_HL_U	1583	H	L	U	protein	01/17/17	2.15	X-RAY DIFFRACTION	0.281	0.219	False	None	None	None	None	Fab	159	321	413	321:159:413
5mwn_F!_C	1586	F	missing	C	protein	01/18/17	2.2	X-RAY DIFFRACTION	0.220	0.199	False	None	None	None	None	Nanobody	missing	1137	157	1137:missing:157
5n7w_AB_Y	1589	A	B	Y	protein	02/21/17	1.96	X-RAY DIFFRACTION	0.250	0.199	False	None	None	None	None	Fab	526	391	526	391:526:526
5n7w_HL_X	1590	H	L	X	protein	02/21/17	1.96	X-RAY DIFFRACTION	0.250	0.199	False	None	None	None	None	Fab	526	391	526	391:526:526
5n88_H!_E	1592	H	missing	E	protein	02/23/17	1.7	X-RAY DIFFRACTION	0.252	0.188	False	None	None	None	None	Nanobody	missing	1055	614	1055:missing:614
5nh3_IM_B	1594	I	M	B	protein	03/21/17	2.35	X-RAY DIFFRACTION	0.208	0.166	False	None	None	None	None	Fab	670	1335	570	1335:670:570
5nuz_HL_D	1601	H	L	D	protein	05/03/17	1.85	X-RAY DIFFRACTION	0.210	0.185	False	None	None	None	None	Fab	62	689	431	689:62:431
5o03_D!_B	1604	D	missing	B	protein	05/16/17	2.194	X-RAY DIFFRACTION	0.193	0.172	False	None	None	None	None	Nanobody	missing	983	158	983:missing:158
5o04_F!_A	1608	F	missing	A	protein	05/16/17	2.3	X-RAY DIFFRACTION	0.242	0.212	False	None	None	None	None	Nanobody	missing	1344	158	1344:missing:158
5o05_D!_A	1610	D	missing	A	protein	05/16/17	2.0	X-RAY DIFFRACTION	0.222	0.180	False	None	None	None	None	Nanobody	missing	1300	158	1300:missing:158
5o0w_H!_D	1614	H	missing	D	protein	05/17/17	2.57	X-RAY DIFFRACTION	0.222	0.192	False	None	None	None	None	Nanobody	missing	976	110	976:missing:110
5o1r_IM_B	1618	I	M	B	protein	05/19/17	2.86	X-RAY DIFFRACTION	0.222	0.178	False	None	None	None	None	Fab	468	129	506	129:468:506
5o2u_D!_C	1620	D	missing	C	protein	05/22/17	2.76	X-RAY DIFFRACTION	0.256	0.222	False	None	None	None	None	Nanobody	missing	1301	310	1301:missing:310
5otj_HL_C	1632	H	L	C	protein	08/22/17	2.35	X-RAY DIFFRACTION	0.235	0.199	False	None	None	None	None	Fab	375	266	625	266:375:625
5ovw_L!_F	1638	L	missing	F	protein	08/30/17	2.653	X-RAY DIFFRACTION	0.259	0.223	False	None	None	None	None	Nanobody	missing	1056	245	1056:missing:245
5sv3_C!_D	1640	C	missing	D	protein	08/04/16	2.73	X-RAY DIFFRACTION	0.267	0.226	False	None	None	None	None	Nanobody	missing	1057	215	1057:missing:215
5th9_JN_C	1656	J	N	C	protein	09/29/16	2.999	X-RAY DIFFRACTION	0.257	0.218	False	None	None	None	None	Fab	279	915	292	915:279:292
5tlk_FE_Y	1663	F	E	Y	protein	10/11/16	2.7	X-RAY DIFFRACTION	0.263	0.213	False	None	None	None	None	Fab	206	815	621	815:206:621
5tlk_HG_Y	1664	H	G	Y	protein	10/11/16	2.7	X-RAY DIFFRACTION	0.263	0.213	False	None	None	None	None	Fab	207	851	621	851:207:621
5tud_FE_D	1675	F	E	D	protein	11/05/16	3.0	X-RAY DIFFRACTION	0.247	0.227	False	None	None	None	None	Fab	527	22	99	22:527:99
5tzt_HL_C	1678	H	L	C	protein	11/22/16	2.89	X-RAY DIFFRACTION	0.328	0.257	False	None	None	None	None	Fab	63	628	508	628:63:508
5usf_D!_A	1724	D	missing	A	protein	02/13/17	2.75	X-RAY DIFFRACTION	0.244	0.189	False	None	None	None	None	Nanobody	missing	1213	17	1213:missing:17
5ush_HL_X	1726	H	L	X	protein	02/13/17	2.3	X-RAY DIFFRACTION	0.257	0.218	False	None	None	None	None	Fab	471	629	277	629:471:277
5usl_HL_X	1728	H	L	X	protein	02/13/17	2.9	X-RAY DIFFRACTION	0.297	0.247	False	None	None	None	None	Fab	574	780	277	780:574:277
5utz_JK_I	1732	J	K	I	protein	02/15/17	2.747	X-RAY DIFFRACTION	0.248	0.193	False	None	None	None	None	Fab	181	227	453	227:181:453
5vcn_FE_A	1741	F	E	A	protein	03/31/17	3.0	X-RAY DIFFRACTION	0.265	0.219	False	None	None	None	None	Fab	220	734	293	734:220:293
5vco_DC_E	1743	D	C	E	protein	03/31/17	2.74	X-RAY DIFFRACTION	0.261	0.200	False	None	None	None	None	Fab	220	460	293	460:220:293
5veb_HL_Y	1745	H	L	Y	protein	04/04/17	2.34	X-RAY DIFFRACTION	0.252	0.212	False	None	None	None	None	Fab	147	325	528	325:147:528
5vig_HL_Z	1749	H	L	Z	protein	04/16/17	3.0	X-RAY DIFFRACTION	0.257	0.212	False	None	None	None	None	Fab	472	781	80	781:472:80
5vjq_GH_L	1757	G	H	L	protein	04/19/17	1.9	X-RAY DIFFRACTION	0.235	0.193	False	None	None	None	None	Fab	196	916	462	916:196:462
5vnw_D!_A	1769	D	missing	A	protein	05/01/17	2.6	X-RAY DIFFRACTION	0.256	0.221	False	None	None	None	None	Nanobody	missing	1214	32	1214:missing:32
5vqm_HL_A	1772	H	L	A	protein	12/06/17	2.79	X-RAY DIFFRACTION	0.292	0.241	False	None	None	None	None	Fab	281	630	37	630:281:37
5vxj_H!_G	1776	H	missing	G	protein	08/30/17	2.5	X-RAY DIFFRACTION	0.259	0.196	False	None	None	None	None	Nanobody	missing	1236	190	1236:missing:190
5vyf_HL_F	1782	H	L	F	protein	05/25/17	2.9	X-RAY DIFFRACTION	0.259	0.225	False	None	None	None	None	Fab	311	929	439	929:311:439
5w4l_DE_G	1804	D	E	G	protein	11/15/17	2.92	X-RAY DIFFRACTION	0.292	0.231	False	None	None	None	None	Fab	306	852	112	852:306:112
5w4l_HL_G	1806	H	L	G	protein	11/15/17	2.92	X-RAY DIFFRACTION	0.292	0.231	False	None	None	None	None	Fab	473	816	112	816:473:112
5wk3_WV_D	1829	W	V	D	protein	07/24/17	1.9	X-RAY DIFFRACTION	0.231	0.180	False	None	None	None	None	Fab	98	326	636	326:98:636
5wux_CD_G	1831	C	D	G	protein	12/21/16	2.9	X-RAY DIFFRACTION	0.266	0.226	False	None	None	None	None	Fab	377	817	408	817:377:408
5x0t_CD_F	1834	C	D	F	protein	01/23/17	2.5	X-RAY DIFFRACTION	0.300	0.246	False	None	None	None	None	Fab	378	691	616	691:378:616
5yoy_RO_J	1873	R	O	J	protein	10/31/17	2.727	X-RAY DIFFRACTION	0.234	0.190	False	None	None	None	None	Fab	695	1058	408	1058:695:408
5yy5_HL_A	1879	H	L	A	protein	12/08/17	2.8	X-RAY DIFFRACTION	0.279	0.246	False	None	None	None	None	Fab	664	1349	309	1349:664:309
6a67_HL_A	1887	H	L	A	protein	06/26/18	2.33	X-RAY DIFFRACTION	0.235	0.197	False	None	None	None	None	Fab	476	267	146	267:476:146
6a79_IM_B	1889	I	M	B	protein	07/02/18	2.31	X-RAY DIFFRACTION	0.295	0.273	False	None	None	None	None	Fab	684	1159	591	1159:684:591
6azz_FE_D	1906	F	E	D	protein	09/13/17	2.4	X-RAY DIFFRACTION	0.217	0.191	False	None	None	None	None	Fab	477	328	375	328:477:375
6b0h_DC_I	1912	D	C	I	protein	09/14/17	2.7	X-RAY DIFFRACTION	0.238	0.186	False	None	None	None	None	Fab	175	268	375	268:175:375
6b3s_JK_I	1920	J	K	I	protein	09/23/17	2.8	X-RAY DIFFRACTION	0.245	0.208	False	None	None	None	None	Fab	306	737	24	737:306:24
6ban_HG_P	1928	H	G	P	protein	06/13/18	1.95	X-RAY DIFFRACTION	0.196	0.160	False	None	None	None	None	Fab	671	1337	611	1337:671:611
6bf4_HL_G	1932	H	L	G	protein	10/25/17	2.382	X-RAY DIFFRACTION	0.228	0.192	False	None	None	None	None	Fab	65	159	128	159:65:128
6bfq_HL_K	1936	H	L	K	protein	10/26/17	2.6	X-RAY DIFFRACTION	0.264	0.230	False	None	None	None	None	Fab	379	783	495	783:379:495
6bit_JL_G	1939	J	L	G	protein	11/03/17	2.191	X-RAY DIFFRACTION	0.240	0.210	False	None	None	None	None	Fab	530	784	496	784:530:496
6bpa_EF_D	1944	E	F	D	protein	11/22/17	2.53	X-RAY DIFFRACTION	0.225	0.194	False	None	None	None	None	Fab	365	578	173	578:365:173
6bpc_EF_D	1946	E	F	D	protein	11/22/17	2.66	X-RAY DIFFRACTION	0.215	0.197	False	None	None	None	None	Fab	278	785	173	785:278:173
6c6z_HL_B	1960	H	L	B	protein	01/19/18	2.1	X-RAY DIFFRACTION	0.228	0.191	False	None	None	None	None	Fab	96	190	309	190:96:309
6cvk_AA_C	1986	A	A	C	protein	03/28/18	2.38	X-RAY DIFFRACTION	0.221	0.175	True	None	None	None	None	scFv	0	3	405	3:0:405
6cvk_BB_D	1987	B	B	D	protein	03/28/18	2.38	X-RAY DIFFRACTION	0.221	0.175	True	None	None	None	None	scFv	0	3	405	3:0:405
6cwg_D!_C	1989	D	missing	C	protein	03/30/18	2.6	X-RAY DIFFRACTION	0.262	0.223	False	None	None	None	None	Nanobody	missing	1041	215	1041:missing:215
6cyf_UT_Q	1996	U	T	Q	protein	04/05/18	2.78	X-RAY DIFFRACTION	0.249	0.215	False	None	None	None	None	Fab	284	191	465	191:284:465
6dkj_HL_C	2014	H	L	C	protein	05/29/18	1.95	X-RAY DIFFRACTION	0.238	0.199	False	None	None	None	None	Fab	208	271	532	271:208:532
6e56_HJ_A	2020	H	J	A	protein	07/19/18	2.0	X-RAY DIFFRACTION	0.214	0.188	False	None	None	None	None	Fab	254	52	47	52:254:47
6e63_HL_P	2022	H	L	P	protein	07/23/18	2.6	X-RAY DIFFRACTION	0.240	0.202	False	None	None	None	None	Fab	210	633	464	633:210:464
6ejm_HH_B	2023	H	H	B	protein	09/22/17	2.15	X-RAY DIFFRACTION	0.278	0.215	True	None	None	None	None	scFv	25	71	587	71:25:587
6ejm_II_A	2024	I	I	A	protein	09/22/17	2.15	X-RAY DIFFRACTION	0.278	0.215	True	None	None	None	None	scFv	25	71	587	71:25:587
6ek2_HH_A	2025	H	H	A	protein	09/25/17	2.65	X-RAY DIFFRACTION	0.247	0.179	True	None	None	None	None	scFv	31	109	587	109:31:587
6ek2_II_B	2026	I	I	B	protein	09/25/17	2.65	X-RAY DIFFRACTION	0.247	0.179	True	None	None	None	None	scFv	31	109	587	109:31:587
6elu_KL_J	2030	K	L	J	protein	09/29/17	2.3	X-RAY DIFFRACTION	0.220	0.191	False	None	None	None	None	Fab	140	272	372	272:140:372
6ewb_JK_D	2037	J	K	D	protein	11/03/17	2.78	X-RAY DIFFRACTION	0.222	0.186	False	None	None	None	None	Fab	531	855	162	855:531:162
6ey0_H!_D	2041	H	missing	D	protein	11/10/17	2.4	X-RAY DIFFRACTION	0.242	0.213	False	None	None	None	None	Nanobody	missing	990	419	990:missing:419
6ey6_P!_H	2049	P	missing	H	protein	11/10/17	2.1	X-RAY DIFFRACTION	0.215	0.181	False	None	None	None	None	Nanobody	missing	994	322	994:missing:322
6fe4_J!_E	2059	J	missing	E	protein	12/29/17	3.0	X-RAY DIFFRACTION	0.207	0.169	False	None	None	None	None	Nanobody	missing	1238	623	1238:missing:623
6fla_HL_I	2061	H	L	I	protein	01/25/18	2.9	X-RAY DIFFRACTION	0.221	0.203	False	None	None	None	None	Fab	166	579	562	579:166:562
6flc_HL_G	2063	H	L	G	protein	01/25/18	2.0	X-RAY DIFFRACTION	0.216	0.180	False	None	None	None	None	Fab	478	635	562	635:478:562
6fxn_QR_K	2070	Q	R	K	protein	03/09/18	2.9	X-RAY DIFFRACTION	0.231	0.191	False	None	None	None	None	Fab	389	396	427	396:389:427
6gjq_H!_G	2077	H	missing	G	protein	05/16/18	2.49	X-RAY DIFFRACTION	0.240	0.199	False	None	None	None	None	Nanobody	missing	1186	299	1186:missing:299
6gk4_E!_D	2082	E	missing	D	protein	05/18/18	2.91	X-RAY DIFFRACTION	0.295	0.246	False	None	None	None	None	Nanobody	missing	1059	299	1059:missing:299
6gk4_F!_D	2083	F	missing	D	protein	05/18/18	2.91	X-RAY DIFFRACTION	0.295	0.246	False	None	None	None	None	Nanobody	missing	1303	299	1303:missing:299
6gkd_T!_R	2095	T	missing	R	protein	05/18/18	2.99	X-RAY DIFFRACTION	0.235	0.204	False	None	None	None	None	Nanobody	missing	1114	299	1114:missing:299
6glw_HL_A	2098	H	L	A	protein	05/23/18	1.9	X-RAY DIFFRACTION	0.211	0.167	False	None	None	None	None	Fab	167	53	433	53:167:433
6h15_D!_B	2105	D	missing	B	protein	07/11/18	2.6	X-RAY DIFFRACTION	0.247	0.198	False	None	None	None	None	Nanobody	missing	1139	25	1139:missing:25
6h3t_IM_B	2109	I	M	B	protein	07/19/18	2.836	X-RAY DIFFRACTION	0.262	0.213	False	None	None	None	None	Fab	657	1262	270	1262:657:270
6h6y_H!_D	2117	H	missing	D	protein	12/19/18	1.58	X-RAY DIFFRACTION	0.175	0.155	False	None	None	None	None	Nanobody	missing	1263	185	1263:missing:185
